Date,Plant,ProductionLine,ProductionShift,ProductType,BottlesProduced,BottlesDamaged,BottlesFilled,Warehouse,UnitsDispatched,DispatchRegion,TransportMode,SalesChannel,RevenueAED,CostAED,MachineDowntimeMin,EnergyConsumptionkWh,WaterUsageLiters,TemperatureC
1/4/2024,Abu Dhabi Main,Line B,Evening,500ml,5148,120,5028,Khalifa City,2984,Sharjah,Company Truck,Subscription,5371.2,2697.6,4,83.57,7765.72,20.7
1/4/2024,Abu Dhabi Main,Line B,Night,5 Gallon,697,5,692,Dubai Hub,375,Dubai,Company Truck,Retail,7500,4500.5,15,35.36,10454.73,21.6
1/4/2024,Abu Dhabi Main,Line B,Night,330ml,2703,57,2646,Khalifa City,1570,Abu Dhabi,Contractor,Wholesale,2198,1104.7,11,62.86,4034.02,21.2
1/4/2024,Abu Dhabi Main,Line B,Night,500ml,4926,113,4813,Abu Dhabi Port,2788,Dubai,Company Truck,Wholesale,5018.4,2520.5,6,108.1,7385.08,22.7
1/4/2024,Abu Dhabi Main,Line C,Morning,5 Gallon,676,6,670,Mussafah,358,Dubai,Third-party Logistics,Retail,7160,4296.6,4,46.52,10094.85,22.3
1/4/2024,Abu Dhabi Main,Line C,Morning,330ml,2439,56,2383,Dubai Hub,1385,Dubai,Company Truck,Wholesale,1939,975.1,5,45.23,3610.17,23
1/4/2024,Abu Dhabi Main,Line C,Morning,500ml,3760,106,3654,Mussafah,2180,Dubai,Company Truck,Wholesale,3924,1972.6,6,65.3,5625.44,22.7
1/4/2024,Abu Dhabi Main,Line C,Evening,5 Gallon,909,7,902,Mussafah,488,Dubai,Third-party Logistics,Wholesale,9760,5856.7,6,29.19,13622.93,22.1
1/4/2024,Abu Dhabi Main,Line C,Evening,330ml,2130,57,2073,Abu Dhabi Port,1203,Dubai,Third-party Logistics,Retail,1684.2,847.8,3,43.73,3149.26,23.5
1/4/2024,Abu Dhabi Main,Line C,Evening,500ml,1973,45,1928,Abu Dhabi Port,1146,Abu Dhabi,Company Truck,Retail,2062.8,1035.9,3,52.29,2991.59,23.3
1/4/2024,Abu Dhabi Main,Line C,Night,5 Gallon,938,6,932,Khalifa City,493,Dubai,Contractor,Retail,9860,5916.6,7,56.72,14054.59,20.9
1/4/2024,Abu Dhabi Main,Line C,Night,330ml,1982,57,1925,Abu Dhabi Port,1132,Abu Dhabi,Company Truck,Subscription,1584.8,798.1,12,39.26,2958.58,23.6
1/4/2024,Abu Dhabi Main,Line C,Night,500ml,4920,125,4795,Khalifa City,2834,Dubai,Company Truck,Retail,5101.2,2563.1,6,106.87,7393.39,22.7
1/4/2024,Abu Dhabi Main,Bottling Line 1,Morning,5 Gallon,592,3,589,Dubai Hub,322,Al Ain,Contractor,Retail,6440,3864.3,6,10.65,8865.39,19.9
1/4/2024,Abu Dhabi Main,Bottling Line 1,Morning,330ml,3060,74,2986,Khalifa City,1741,Dubai,Company Truck,Retail,2437.4,1226.1,4,46.75,4570.11,22
1/4/2024,Abu Dhabi Main,Bottling Line 1,Morning,500ml,3531,90,3441,Khalifa City,2027,Dubai,Company Truck,Wholesale,3648.6,1833.3,2,68.93,5260.05,20.3
1/4/2024,Abu Dhabi Main,Bottling Line 1,Evening,5 Gallon,1016,7,1009,Khalifa City,543,Abu Dhabi,Contractor,Wholesale,10860,6516.7,7,49.96,15207.76,21.7
1/4/2024,Abu Dhabi Main,Bottling Line 1,Evening,330ml,5263,82,5181,Abu Dhabi Port,2986,Abu Dhabi,Contractor,Wholesale,4180.4,2098.4,8,107.09,7912.67,24.2
1/4/2024,Abu Dhabi Main,Bottling Line 1,Evening,500ml,4338,112,4226,Mussafah,2430,Sharjah,Contractor,Retail,4374,2198.2,6,86.73,6520.33,20.4
1/4/2024,Abu Dhabi Main,Bottling Line 1,Night,5 Gallon,967,9,958,Dubai Hub,514,Dubai,Third-party Logistics,Online,10280,6168.9,8,45.08,14458.68,23.6
1/4/2024,Abu Dhabi Main,Bottling Line 1,Night,330ml,2096,48,2048,Mussafah,1218,Dubai,Contractor,Wholesale,1705.2,857.4,11,60.59,3127.16,22.7
1/4/2024,Abu Dhabi Main,Bottling Line 1,Night,500ml,2159,43,2116,Khalifa City,1232,Al Ain,Company Truck,Wholesale,2217.6,1113.1,6,46.72,3238.55,21.7
1/4/2024,Abu Dhabi Main,Bottling Line 2,Morning,5 Gallon,632,4,628,Dubai Hub,331,Abu Dhabi,Company Truck,Wholesale,6620,3972.4,2,29.7,9436.72,20.5
1/4/2024,Abu Dhabi Main,Bottling Line 2,Morning,330ml,2553,75,2478,Khalifa City,1468,Dubai,Company Truck,Retail,2055.2,1035.1,6,49.54,3859.28,22.3
1/4/2024,Abu Dhabi Main,Bottling Line 2,Morning,500ml,4624,103,4521,Dubai Hub,2685,Abu Dhabi,Contractor,Retail,4833,2426.8,8,102.57,6966.87,22.9
1/4/2024,Abu Dhabi Main,Bottling Line 2,Evening,5 Gallon,798,6,792,Abu Dhabi Port,424,Dubai,Contractor,Wholesale,8480,5088.6,3,33.82,12004.55,23.3
1/4/2024,Abu Dhabi Main,Bottling Line 2,Evening,330ml,5167,84,5083,Mussafah,3013,Abu Dhabi,Contractor,Wholesale,4218.2,2117.5,5,100.07,7714.29,21.7
1/4/2024,Abu Dhabi Main,Bottling Line 2,Evening,500ml,5041,144,4897,Khalifa City,2912,Al Ain,Company Truck,Retail,5241.6,2635.2,8,98.86,7516.86,23.9
1/4/2024,Abu Dhabi Main,Bottling Line 2,Night,5 Gallon,984,8,976,Khalifa City,524,Abu Dhabi,Company Truck,Wholesale,10480,6288.8,11,40.88,14737.49,22.1
1/4/2024,Abu Dhabi Main,Bottling Line 2,Night,330ml,4103,81,4022,Mussafah,2351,Abu Dhabi,Contractor,Subscription,3291.4,1653.8,10,83.74,6180.18,23
1/4/2024,Abu Dhabi Main,Bottling Line 2,Night,500ml,3686,58,3628,Dubai Hub,2068,Abu Dhabi,Third-party Logistics,Retail,3722.4,1867,8,88.33,5490.74,22.8
1/5/2024,Abu Dhabi Main,Line A,Morning,5 Gallon,1282,10,1272,Khalifa City,684,Dubai,Third-party Logistics,Online,13680,8209,4,66.9,19233.23,22.2
1/5/2024,Abu Dhabi Main,Line A,Morning,330ml,4395,127,4268,Mussafah,2494,Abu Dhabi,Contractor,Retail,3491.6,1758.5,8,70.27,6570.23,23.1
1/5/2024,Abu Dhabi Main,Line A,Morning,500ml,2088,55,2033,Dubai Hub,1173,Al Ain,Contractor,Retail,2111.4,1061.2,9,38.33,3127.2,24.3
1/5/2024,Abu Dhabi Main,Line A,Evening,5 Gallon,567,4,563,Dubai Hub,296,Other UAE,Company Truck,Retail,5920,3552.4,7,39.32,8528.27,22.9
1/5/2024,Abu Dhabi Main,Line A,Evening,330ml,5998,155,5843,Dubai Hub,3436,Sharjah,Company Truck,Retail,4810.4,2420.7,5,111.3,9001.73,23.6
1/5/2024,Abu Dhabi Main,Line A,Evening,500ml,2158,49,2109,Abu Dhabi Port,1255,Abu Dhabi,Company Truck,Retail,2259,1134.4,10,49.74,3251.89,23.9
1/5/2024,Abu Dhabi Main,Line A,Night,5 Gallon,998,5,993,Khalifa City,533,Dubai,Contractor,Retail,10660,6396.5,11,30.22,14954.36,22.8
1/5/2024,Abu Dhabi Main,Line A,Night,330ml,2674,32,2642,Abu Dhabi Port,1560,Abu Dhabi,Contractor,Wholesale,2184,1095.2,6,38.81,4060.29,20.4
1/5/2024,Abu Dhabi Main,Line A,Night,500ml,2089,35,2054,Khalifa City,1219,Sharjah,Contractor,Retail,2194.2,1100.6,12,30.47,3173.16,21.2
1/5/2024,Abu Dhabi Main,Line B,Morning,5 Gallon,865,7,858,Mussafah,466,Abu Dhabi,Contractor,Wholesale,9320,5592.7,5,34.65,13019.13,23
1/5/2024,Abu Dhabi Main,Line B,Morning,330ml,4519,71,4448,Khalifa City,2661,Al Ain,Company Truck,Retail,3725.4,1869.8,4,94.14,6781.33,23.7
1/5/2024,Abu Dhabi Main,Line B,Morning,500ml,3536,68,3468,Mussafah,1978,Abu Dhabi,Company Truck,Retail,3560.4,1787,7,52.31,5260.05,23.2
1/5/2024,Abu Dhabi Main,Line B,Evening,5 Gallon,1268,9,1259,Khalifa City,678,Abu Dhabi,Company Truck,Wholesale,13560,8136.9,10,51.53,19050.81,22.1
1/5/2024,Abu Dhabi Main,Line B,Evening,330ml,5309,121,5188,Dubai Hub,3064,Dubai,Third-party Logistics,Retail,4289.6,2156.9,4,89.63,7956.95,21.8
1/5/2024,Abu Dhabi Main,Line B,Evening,500ml,3592,48,3544,Khalifa City,2125,Dubai,Company Truck,Subscription,3825,1917.3,1,72.76,5416.3,22.5
1/5/2024,Abu Dhabi Main,Line B,Night,5 Gallon,648,6,642,Dubai Hub,347,Abu Dhabi,Company Truck,Wholesale,6940,4164.6,9,35.47,9677.71,21.9
1/5/2024,Abu Dhabi Main,Line B,Night,330ml,4405,57,4348,Mussafah,2507,Abu Dhabi,Contractor,Retail,3509.8,1760.6,13,102.62,6581.96,21.9
1/5/2024,Abu Dhabi Main,Line B,Night,500ml,2948,42,2906,Abu Dhabi Port,1721,Abu Dhabi,Company Truck,Retail,3097.8,1553.1,9,59.04,4462.19,20.3
1/5/2024,Abu Dhabi Main,Line C,Morning,5 Gallon,826,5,821,Abu Dhabi Port,441,Abu Dhabi,Contractor,Retail,8820,5292.5,9,46.21,12386.39,22.4
1/5/2024,Abu Dhabi Main,Line C,Morning,330ml,3095,80,3015,Dubai Hub,1795,Abu Dhabi,Contractor,Wholesale,2513,1264.5,3,69.64,4593.46,20.6
1/5/2024,Abu Dhabi Main,Line C,Morning,500ml,4473,54,4419,Khalifa City,2581,Al Ain,Third-party Logistics,Subscription,4645.8,2328.3,7,75.15,6687.48,20.8
1/5/2024,Abu Dhabi Main,Line C,Evening,5 Gallon,928,7,921,Mussafah,487,Dubai,Contractor,Retail,9740,5844.7,6,50.08,13876.23,22.4
1/5/2024,Abu Dhabi Main,Line C,Evening,330ml,2964,77,2887,Abu Dhabi Port,1671,Abu Dhabi,Company Truck,Retail,2339.4,1177.4,6,47.39,4473.99,22.2
1/5/2024,Abu Dhabi Main,Line C,Evening,500ml,2632,32,2600,Khalifa City,1532,Al Ain,Company Truck,Online,2757.6,1382,9,36.26,3978.76,20.6
1/5/2024,Abu Dhabi Main,Line C,Night,5 Gallon,1091,7,1084,Mussafah,585,Dubai,Company Truck,Subscription,11700,7020.7,12,35.79,16355.44,21.6
1/5/2024,Abu Dhabi Main,Line C,Night,330ml,3231,36,3195,Khalifa City,1842,Abu Dhabi,Third-party Logistics,Retail,2578.8,1293,5,69.83,4860.97,22.2
1/5/2024,Abu Dhabi Main,Line C,Night,500ml,2650,33,2617,Abu Dhabi Port,1499,Abu Dhabi,Third-party Logistics,Retail,2698.2,1352.4,12,69.97,3968.32,22.9
1/5/2024,Abu Dhabi Main,Bottling Line 1,Morning,5 Gallon,914,6,908,Abu Dhabi Port,494,Al Ain,Company Truck,Wholesale,9880,5928.6,10,50.38,13724.73,22
1/5/2024,Abu Dhabi Main,Bottling Line 1,Morning,330ml,3464,44,3420,Khalifa City,2031,Dubai,Third-party Logistics,Wholesale,2843.4,1426.1,12,88.86,5224.19,21.4
1/5/2024,Abu Dhabi Main,Bottling Line 1,Morning,500ml,3690,60,3630,Mussafah,2148,Abu Dhabi,Company Truck,Online,3866.4,1939.2,7,84.94,5490.86,22.4
1/5/2024,Abu Dhabi Main,Bottling Line 1,Evening,5 Gallon,441,4,437,Khalifa City,238,Dubai,Third-party Logistics,Wholesale,4760,2856.4,1,38.61,6567.82,22.3
1/5/2024,Abu Dhabi Main,Bottling Line 1,Evening,330ml,3357,45,3312,Mussafah,1983,Abu Dhabi,Company Truck,Wholesale,2776.2,1392.6,8,47.17,5077.29,21.3
1/5/2024,Abu Dhabi Main,Bottling Line 1,Evening,500ml,3723,47,3676,Abu Dhabi Port,2193,Other UAE,Company Truck,Subscription,3947.4,1978.4,8,70.28,5544.6,21.5
1/5/2024,Abu Dhabi Main,Bottling Line 1,Night,5 Gallon,693,5,688,Abu Dhabi Port,369,Abu Dhabi,Third-party Logistics,Wholesale,7380,4428.5,8,51.8,10423.7,20.6
1/5/2024,Abu Dhabi Main,Bottling Line 1,Night,330ml,2462,39,2423,Mussafah,1440,Sharjah,Third-party Logistics,Retail,2016,1011.9,4,69.01,3739.52,20.7
1/5/2024,Abu Dhabi Main,Bottling Line 1,Night,500ml,5050,95,4955,Khalifa City,2933,Dubai,Company Truck,Wholesale,5279.4,2649.2,8,109.82,7529.81,21.8
1/5/2024,Abu Dhabi Main,Bottling Line 2,Morning,5 Gallon,731,5,726,Mussafah,388,Sharjah,Contractor,Wholesale,7760,4656.5,7,46.88,10937.56,21.5
1/5/2024,Abu Dhabi Main,Bottling Line 2,Morning,330ml,2003,58,1945,Khalifa City,1162,Sharjah,Company Truck,Retail,1626.8,819.2,4,57.73,3052.3,21.6
1/5/2024,Abu Dhabi Main,Bottling Line 2,Morning,500ml,4914,59,4855,Khalifa City,2883,Al Ain,Contractor,Subscription,5189.4,2600.6,7,99.89,7387.06,21.5
1/5/2024,Abu Dhabi Main,Bottling Line 2,Evening,5 Gallon,950,6,944,Dubai Hub,509,Abu Dhabi,Third-party Logistics,Wholesale,10180,6108.6,4,46.71,14209.7,20.3
1/5/2024,Abu Dhabi Main,Bottling Line 2,Evening,330ml,2320,59,2261,Abu Dhabi Port,1324,Abu Dhabi,Contractor,Retail,1853.6,932.7,7,61.82,3466.94,21.8
1/5/2024,Abu Dhabi Main,Bottling Line 2,Evening,500ml,2736,58,2678,Mussafah,1594,Abu Dhabi,Company Truck,Wholesale,2869.2,1440.4,5,73.55,4112.97,22.7
1/5/2024,Abu Dhabi Main,Bottling Line 2,Night,5 Gallon,1013,9,1004,Khalifa City,539,Al Ain,Company Truck,Subscription,10780,6468.9,11,59.22,15195.21,23
1/5/2024,Abu Dhabi Main,Bottling Line 2,Night,330ml,2910,84,2826,Khalifa City,1681,Sharjah,Company Truck,Retail,2353.4,1185.1,14,77.73,4358.54,22.9
1/5/2024,Abu Dhabi Main,Bottling Line 2,Night,500ml,4787,79,4708,Dubai Hub,2785,Sharjah,Company Truck,Wholesale,5013,2514.4,19,99.24,7208.67,21.1
1/6/2024,Abu Dhabi Main,Line A,Morning,5 Gallon,1127,10,1117,Mussafah,585,Dubai,Third-party Logistics,Online,11700,7021,7,71.47,16881.41,22.7
1/6/2024,Abu Dhabi Main,Line A,Morning,330ml,3419,44,3375,Dubai Hub,1963,Abu Dhabi,Third-party Logistics,Retail,2748.2,1378.5,6,57.88,5153.07,21.4
1/6/2024,Abu Dhabi Main,Line A,Morning,500ml,4952,145,4807,Abu Dhabi Port,2851,Other UAE,Company Truck,Online,5131.8,2580.4,4,89.82,7419.68,22.4
1/6/2024,Abu Dhabi Main,Line A,Evening,5 Gallon,775,6,769,Abu Dhabi Port,412,Sharjah,Contractor,Retail,8240,4944.6,4,31.19,11625.68,22.9
1/6/2024,Abu Dhabi Main,Line A,Evening,330ml,3309,46,3263,Dubai Hub,1921,Dubai,Contractor,Retail,2689.4,1349.3,4,47.4,4950.75,22.2
1/6/2024,Abu Dhabi Main,Line A,Evening,500ml,4051,53,3998,Mussafah,2291,Abu Dhabi,Company Truck,Retail,4123.8,2067.2,5,83.91,6122.99,24.1
1/6/2024,Abu Dhabi Main,Line A,Night,5 Gallon,1072,8,1064,Mussafah,559,Al Ain,Company Truck,Retail,11180,6708.8,6,65.63,16052.38,25.9
1/6/2024,Abu Dhabi Main,Line A,Night,330ml,4795,81,4714,Dubai Hub,2792,Abu Dhabi,Contractor,Wholesale,3908.8,1962.5,11,99.28,7143.23,23.6
1/6/2024,Abu Dhabi Main,Line A,Night,500ml,4573,55,4518,Abu Dhabi Port,2702,Dubai,Third-party Logistics,Retail,4863.6,2437.3,11,99.9,6898.74,21.5
1/6/2024,Abu Dhabi Main,Line B,Morning,5 Gallon,813,7,806,Mussafah,428,Dubai,Third-party Logistics,Retail,8560,5136.7,4,37.39,12183.83,22.2
1/6/2024,Abu Dhabi Main,Line B,Morning,330ml,5671,129,5542,Abu Dhabi Port,3246,Dubai,Third-party Logistics,Online,4544.4,2285.1,3,128.48,8474.61,19.4
1/6/2024,Abu Dhabi Main,Line B,Morning,500ml,2861,41,2820,Dubai Hub,1618,Dubai,Company Truck,Retail,2912.4,1460.3,4,48.98,4326.62,21.5
1/6/2024,Abu Dhabi Main,Line B,Evening,5 Gallon,1124,8,1116,Mussafah,607,Sharjah,Company Truck,Retail,12140,7284.8,4,38.36,16895.42,21.1
1/6/2024,Abu Dhabi Main,Line B,Evening,330ml,4010,46,3964,Khalifa City,2338,Abu Dhabi,Company Truck,Retail,3273.2,1641.2,9,68.58,6042.35,22.2
1/6/2024,Abu Dhabi Main,Line B,Evening,500ml,2042,37,2005,Dubai Hub,1177,Abu Dhabi,Company Truck,Retail,2118.6,1063,6,35.76,3014.41,19.8
1/6/2024,Abu Dhabi Main,Line B,Night,5 Gallon,720,6,714,Mussafah,386,Abu Dhabi,Contractor,Retail,7720,4632.6,7,48.95,10779.82,20.4
1/6/2024,Abu Dhabi Main,Line B,Night,330ml,4480,106,4374,Dubai Hub,2606,Abu Dhabi,Company Truck,Subscription,3648.4,1834.8,14,106.33,6710.34,20
1/6/2024,Abu Dhabi Main,Line B,Night,500ml,2539,61,2478,Dubai Hub,1427,Sharjah,Company Truck,Wholesale,2568.6,1290.4,7,32.72,3857.97,23
1/6/2024,Abu Dhabi Main,Line C,Morning,5 Gallon,516,3,513,Khalifa City,272,Dubai,Contractor,Retail,5440,3264.3,10,32.27,7756.25,20.8
1/6/2024,Abu Dhabi Main,Line C,Morning,330ml,2138,43,2095,Abu Dhabi Port,1218,Abu Dhabi,Company Truck,Retail,1705.2,856.9,4,30.75,3183.3,22.1
1/6/2024,Abu Dhabi Main,Line C,Morning,500ml,4773,100,4673,Dubai Hub,2676,Abu Dhabi,Company Truck,Wholesale,4816.8,2418.4,5,111.74,7193.02,22.4
1/6/2024,Abu Dhabi Main,Line C,Evening,5 Gallon,613,5,608,Khalifa City,319,Al Ain,Third-party Logistics,Retail,6380,3828.5,11,12.65,9226.32,21.1
1/6/2024,Abu Dhabi Main,Line C,Evening,330ml,3947,99,3848,Khalifa City,2303,Dubai,Company Truck,Retail,3224.2,1622,7,76.45,5932.68,22.8
1/6/2024,Abu Dhabi Main,Line C,Evening,500ml,3503,93,3410,Dubai Hub,1975,Dubai,Contractor,Wholesale,3555,1786.8,8,54.58,5274.12,20.8
1/6/2024,Abu Dhabi Main,Line C,Night,5 Gallon,1098,8,1090,Abu Dhabi Port,581,Dubai,Third-party Logistics,Online,11620,6972.8,11,63.99,16509.18,21.9
1/6/2024,Abu Dhabi Main,Line C,Night,330ml,3635,83,3552,Khalifa City,2129,Other UAE,Contractor,Retail,2980.6,1498.6,7,73.62,5472.56,19.5
1/6/2024,Abu Dhabi Main,Line C,Night,500ml,2984,68,2916,Mussafah,1736,Abu Dhabi,Third-party Logistics,Wholesale,3124.8,1569.2,8,58.45,4475.58,19.2
1/6/2024,Abu Dhabi Main,Bottling Line 1,Morning,5 Gallon,770,6,764,Khalifa City,411,Abu Dhabi,Company Truck,Wholesale,8220,4932.6,4,22.02,11549.85,21.8
1/6/2024,Abu Dhabi Main,Bottling Line 1,Morning,330ml,4488,72,4416,Khalifa City,2582,Dubai,Company Truck,Retail,3614.8,1814.6,6,102.77,6763.66,23.1
1/6/2024,Abu Dhabi Main,Bottling Line 1,Morning,500ml,4867,84,4783,Mussafah,2804,Dubai,Company Truck,Retail,5047.2,2532,3,110.54,7346.94,21.1
1/6/2024,Abu Dhabi Main,Bottling Line 1,Evening,5 Gallon,515,4,511,Khalifa City,279,Abu Dhabi,Third-party Logistics,Retail,5580,3348.4,8,24.03,7753.14,22.5
1/6/2024,Abu Dhabi Main,Bottling Line 1,Evening,330ml,3846,107,3739,Khalifa City,2192,Other UAE,Company Truck,Wholesale,3068.8,1545.1,4,79.05,5762.28,24.3
1/6/2024,Abu Dhabi Main,Bottling Line 1,Evening,500ml,2855,75,2780,Abu Dhabi Port,1659,Dubai,Company Truck,Subscription,2986.2,1500.6,5,73.74,4308.74,23.8
1/6/2024,Abu Dhabi Main,Bottling Line 1,Night,5 Gallon,566,5,561,Abu Dhabi Port,300,Dubai,Third-party Logistics,Wholesale,6000,3600.5,18,16.34,8502.42,21.3
1/6/2024,Abu Dhabi Main,Bottling Line 1,Night,330ml,3512,103,3409,Abu Dhabi Port,2027,Dubai,Contractor,Wholesale,2837.8,1429.2,17,73.55,5312.27,23.3
1/6/2024,Abu Dhabi Main,Bottling Line 1,Night,500ml,2977,77,2900,Mussafah,1694,Abu Dhabi,Company Truck,Retail,3049.2,1532.3,14,50.22,4494.05,22.7
1/6/2024,Abu Dhabi Main,Bottling Line 2,Morning,5 Gallon,1123,7,1116,Abu Dhabi Port,589,Dubai,Company Truck,Retail,11780,7068.7,4,52.81,16873.81,23.3
1/6/2024,Abu Dhabi Main,Bottling Line 2,Morning,330ml,3285,68,3217,Khalifa City,1871,Abu Dhabi,Company Truck,Wholesale,2619.4,1316.5,6,53.18,4894.88,22
1/6/2024,Abu Dhabi Main,Bottling Line 2,Morning,500ml,3522,46,3476,Mussafah,1997,Abu Dhabi,Contractor,Retail,3594.6,1801.9,11,56.59,5265.26,22.7
1/6/2024,Abu Dhabi Main,Bottling Line 2,Evening,5 Gallon,1079,6,1073,Khalifa City,569,Other UAE,Contractor,Wholesale,11380,6828.6,7,40.32,16189.31,21.7
1/6/2024,Abu Dhabi Main,Bottling Line 2,Evening,330ml,3017,47,2970,Dubai Hub,1697,Other UAE,Third-party Logistics,Subscription,2375.8,1192.6,10,40.69,4542.39,20.8
1/6/2024,Abu Dhabi Main,Bottling Line 2,Evening,500ml,5027,54,4973,Dubai Hub,2851,Sharjah,Third-party Logistics,Retail,5131.8,2571.3,9,102.15,7518.78,20.7
1/6/2024,Abu Dhabi Main,Bottling Line 2,Night,5 Gallon,953,8,945,Mussafah,511,Sharjah,Company Truck,Subscription,10220,6132.8,8,49.17,14245.73,21.8
1/6/2024,Abu Dhabi Main,Bottling Line 2,Night,330ml,4571,120,4451,Khalifa City,2660,Abu Dhabi,Contractor,Retail,3724,1874,9,74.35,6824.3,21.5
1/6/2024,Abu Dhabi Main,Bottling Line 2,Night,500ml,3350,63,3287,Abu Dhabi Port,1932,Abu Dhabi,Contractor,Wholesale,3477.6,1745.1,9,72.66,5036.83,23.3
1/7/2024,Abu Dhabi Main,Line A,Morning,5 Gallon,554,3,551,Mussafah,292,Abu Dhabi,Third-party Logistics,Retail,5840,3504.3,3,40.58,8263.08,21.1
1/7/2024,Abu Dhabi Main,Line A,Morning,330ml,3185,50,3135,Abu Dhabi Port,1797,Other UAE,Company Truck,Online,2515.8,1262.9,8,49.35,4731.68,22.2
1/7/2024,Abu Dhabi Main,Line A,Morning,500ml,4803,119,4684,Abu Dhabi Port,2683,Abu Dhabi,Third-party Logistics,Online,4829.4,2426.6,10,81.76,7172.9,22.3
1/7/2024,Abu Dhabi Main,Line A,Evening,5 Gallon,610,4,606,Mussafah,332,Abu Dhabi,Contractor,Subscription,6640,3984.4,1,24.79,9167.13,21.2
1/7/2024,Abu Dhabi Main,Line A,Evening,330ml,2560,48,2512,Abu Dhabi Port,1460,Dubai,Company Truck,Wholesale,2044,1026.8,7,63.51,3885.87,21
1/7/2024,Abu Dhabi Main,Line A,Evening,500ml,3260,50,3210,Abu Dhabi Port,1891,Sharjah,Company Truck,Retail,3403.8,1706.9,6,57.42,4895.17,20.3
1/7/2024,Abu Dhabi Main,Line A,Night,5 Gallon,826,6,820,Mussafah,445,Dubai,Third-party Logistics,Online,8900,5340.6,11,46.57,12421.26,22.7
1/7/2024,Abu Dhabi Main,Line A,Night,330ml,3406,71,3335,Dubai Hub,1901,Dubai,Company Truck,Retail,2661.4,1337.8,8,83.78,5117.96,22.8
1/7/2024,Abu Dhabi Main,Line A,Night,500ml,4066,81,3985,Khalifa City,2311,Dubai,Company Truck,Retail,4159.8,2088,6,83.97,6105.58,22.9
1/7/2024,Abu Dhabi Main,Line B,Morning,5 Gallon,1035,7,1028,Khalifa City,558,Dubai,Contractor,Retail,11160,6696.7,6,68.47,15563.16,22.4
1/7/2024,Abu Dhabi Main,Line B,Morning,330ml,3193,55,3138,Mussafah,1847,Dubai,Company Truck,Subscription,2585.8,1298.4,9,64.51,4774.79,23.5
1/7/2024,Abu Dhabi Main,Line B,Morning,500ml,4532,66,4466,Abu Dhabi Port,2610,Abu Dhabi,Company Truck,Retail,4698,2355.6,7,99.33,6759.83,19.1
1/7/2024,Abu Dhabi Main,Line B,Evening,5 Gallon,613,4,609,Dubai Hub,332,Abu Dhabi,Company Truck,Wholesale,6640,3984.4,7,17.1,9207.95,20.8
1/7/2024,Abu Dhabi Main,Line B,Evening,330ml,2752,80,2672,Abu Dhabi Port,1552,Sharjah,Company Truck,Wholesale,2172.8,1094.4,5,53.9,4126.17,21
1/7/2024,Abu Dhabi Main,Line B,Evening,500ml,2086,31,2055,Abu Dhabi Port,1188,Sharjah,Contractor,Retail,2138.4,1072.3,4,36.85,3092.22,23.7
1/7/2024,Abu Dhabi Main,Line B,Night,5 Gallon,675,4,671,Mussafah,354,Abu Dhabi,Contractor,Subscription,7080,4248.4,9,35.32,10075.12,21.8
1/7/2024,Abu Dhabi Main,Line B,Night,330ml,2332,67,2265,Dubai Hub,1326,Abu Dhabi,Third-party Logistics,Subscription,1856.4,934.9,6,60.13,3505.61,21.8
1/7/2024,Abu Dhabi Main,Line B,Night,500ml,3082,46,3036,Mussafah,1821,Dubai,Company Truck,Retail,3277.8,1643.5,9,67.82,4641.78,21.4
1/7/2024,Abu Dhabi Main,Line C,Morning,5 Gallon,643,4,639,Abu Dhabi Port,342,Dubai,Third-party Logistics,Retail,6840,4104.4,7,20.3,9650.21,22.1
1/7/2024,Abu Dhabi Main,Line C,Morning,330ml,4354,70,4284,Dubai Hub,2526,Dubai,Third-party Logistics,Wholesale,3536.4,1775.2,3,96.99,6525.66,22.5
1/7/2024,Abu Dhabi Main,Line C,Morning,500ml,2901,75,2826,Mussafah,1643,Abu Dhabi,Third-party Logistics,Retail,2957.4,1486.2,3,41.66,4316.03,23.6
1/7/2024,Abu Dhabi Main,Line C,Evening,5 Gallon,539,4,535,Dubai Hub,283,Dubai,Contractor,Wholesale,5660,3396.4,6,30.85,8129.57,23.8
1/7/2024,Abu Dhabi Main,Line C,Evening,330ml,4496,62,4434,Khalifa City,2556,Dubai,Contractor,Retail,3578.4,1795.4,9,96.12,6791.56,20.8
1/7/2024,Abu Dhabi Main,Line C,Evening,500ml,3454,75,3379,Mussafah,1974,Sharjah,Contractor,Wholesale,3553.2,1784.1,6,71.44,5189.29,20.3
1/7/2024,Abu Dhabi Main,Line C,Night,5 Gallon,742,7,735,Abu Dhabi Port,392,Abu Dhabi,Contractor,Wholesale,7840,4704.7,9,37.23,11114,20.4
1/7/2024,Abu Dhabi Main,Line C,Night,330ml,3209,94,3115,Khalifa City,1816,Dubai,Third-party Logistics,Retail,2542.4,1280.6,8,62.61,4822.18,21.2
1/7/2024,Abu Dhabi Main,Line C,Night,500ml,3457,92,3365,Mussafah,1993,Abu Dhabi,Contractor,Retail,3587.4,1802.9,7,71.32,5153.35,21.5
1/7/2024,Abu Dhabi Main,Bottling Line 1,Morning,5 Gallon,1086,9,1077,Khalifa City,566,Abu Dhabi,Third-party Logistics,Online,11320,6792.9,7,48.54,16317.89,23.8
1/7/2024,Abu Dhabi Main,Bottling Line 1,Morning,330ml,2267,24,2243,Abu Dhabi Port,1313,Al Ain,Third-party Logistics,Online,1838.2,921.5,5,60.09,3399.58,21.4
